"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Cyclooxygenase-1","PTGS1","P23219","CHEMBL221","Oxidoreductase","0.0972399887602","64 /  0     "
"Nuclear receptor ROR-beta","RORB","Q92753","CHEMBL3091268","Nuclear receptor","0.0972399887602","5 /  0     "
"Kinesin-like protein 1","KIF11","P52732","CHEMBL4581","Other cytosolic protein","0.0972399887602","42 /  0     "
"Nuclear receptor ROR-alpha","RORA","P35398","CHEMBL5868","Nuclear receptor","0.0972399887602","5 /  0     "
"MAP kinase-activated protein kinase 2","MAPKAPK2","P49137","CHEMBL2208","Kinase","0.0972399887602","0 /  35     "
"Interleukin-8","CXCL8","P10145","CHEMBL2157","Secreted protein","0.0972399887602","3 /  0     "
"Monoglyceride lipase","MGLL","Q99685","CHEMBL4191","Enzyme","0.0972399887602","30 /  0     "
"Vesicular acetylcholine transporter","SLC18A3","Q16572","CHEMBL4767","Electrochemical transporter","0.0972399887602","2 /  0     "
"Corticotropin releasing factor receptor 1","CRHR1","P34998","CHEMBL1800","Family B G protein-coupled receptor","0.0972399887602","212 /  6     "
"Glutamate NMDA receptor; GRIN1/GRIN2A","GRIN2A GRIN1","Q12879 Q05586","CHEMBL1907604","Ligand-gated ion channel","0.0972399887602","6 /  0     "
"Transient receptor potential cation channel subfamily V member 4","TRPV4","Q9HBA0","CHEMBL3119","Voltage-gated ion channel","0.0972399887602","4 /  0     "
"Cholesteryl ester transfer protein","CETP","P11597","CHEMBL3572","Other ion channel","0.0972399887602","4 /  0     "
"G-protein coupled bile acid receptor 1","GPBAR1","Q8TDU6","CHEMBL5409","Family A G protein-coupled receptor","0.0972399887602","29 /  0     "
"Voltage-gated T-type calcium channel alpha-1H subunit","CACNA1H","O95180","CHEMBL1859","Voltage-gated ion channel","0.0","2 /  0     "
"Cytochrome P450 11B1","CYP11B1","P15538","CHEMBL1908","Cytochrome P450","0.0","77 /  0     "
"Cytochrome P450 11B2","CYP11B2","P19099","CHEMBL2722","Cytochrome P450","0.0","101 /  0     "
"5-lipoxygenase activating protein","ALOX5AP","P20292","CHEMBL4550","Other cytosolic protein","0.0","29 /  0     "
"G-protein coupled receptor 55","GPR55","Q9Y2T6","CHEMBL1075322","Family A G protein-coupled receptor","0.0","12 /  0     "
"HERG","KCNH2","Q12809","CHEMBL240","Voltage-gated ion channel","0.0","38 /  15     "
"Sodium-dependent proline transporter","SLC6A7","Q99884","CHEMBL3317335","Electrochemical transporter","0.0","2 /  0     "
"Leucine-rich repeat serine/threonine-protein kinase 2","LRRK2","Q5S007","CHEMBL1075104","Kinase","0.0","9 /  0     "
"Protein-tyrosine phosphatase LC-PTP","PTPN7","P35236","CHEMBL2219","Phosphatase","0.0","2 /  0     "
"Tumor necrosis factor receptor R1","TNFRSF1A","P19438","CHEMBL3378","Membrane receptor","0.0","7 /  0     "
"High affinity immunoglobulin gamma Fc receptor I","FCGR1A","P12314","CHEMBL5349","Membrane receptor","0.0","1 /  0     "
"Transient receptor potential cation channel subfamily A member 1","TRPA1","O75762","CHEMBL6007","Voltage-gated ion channel","0.0","15 /  0     "
"GABA receptor alpha-1 subunit","GABRA1","P14867","CHEMBL1962","Ligand-gated ion channel","0.0","18 /  0     "
"GABA A receptor alpha-3/beta-2/gamma-2","GABRA3 GABRB2 GABRG2","P34903 P47870 P18507","CHEMBL2111339","Ligand-gated ion channel","0.0","3 /  0     "
"GABA receptor alpha-3 subunit","GABRA3","P34903","CHEMBL3026","Ligand-gated ion channel","0.0","2 /  0     "
"GABA receptor alpha-2 subunit","GABRA2","P47869","CHEMBL4956","Ligand-gated ion channel","0.0","10 /  0     "
"Acetylcholine receptor; alpha1/beta1/delta/gamma","CHRNB1 CHRNA1 CHRNG CHRND","P11230 P02708 P07510 Q07001","CHEMBL1907588","Ligand-gated ion channel","0.0","1 /  0     "
"Neuronal acetylcholine receptor subunit alpha-3","CHRNA3","P32297","CHEMBL3068","Ligand-gated ion channel","0.0","1 /  0     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.0","8 /  0     "
"Sodium channel protein type IX alpha subunit","SCN9A","Q15858","CHEMBL4296","Voltage-gated ion channel","0.0","17 /  95     "
"Muscarinic acetylcholine receptor M4","CHRM4","P08173","CHEMBL1821","Family A G protein-coupled receptor","0.0","12 /  0     "
"Alpha-2a adrenergic receptor","ADRA2A","P08913","CHEMBL1867","Family A G protein-coupled receptor","0.0","14 /  0     "
"Adrenergic receptor alpha-2","ADRA2C","P18825","CHEMBL1916","Family A G protein-coupled receptor","0.0","12 /  0     "
"Histamine H2 receptor","HRH2","P25021","CHEMBL1941","Family A G protein-coupled receptor","0.0","3 /  0     "
"Alpha-2b adrenergic receptor","ADRA2B","P18089","CHEMBL1942","Family A G protein-coupled receptor","0.0","10 /  0     "
"Muscarinic acetylcholine receptor M5","CHRM5","P08912","CHEMBL2035","Family A G protein-coupled receptor","0.0","9 /  0     "
"GABA-A receptor; alpha-6/beta-3/gamma-2","GABRG2 GABRB3 GABRA6","P18507 P28472 Q16445","CHEMBL2095190","Ligand-gated ion channel","0.0","12 /  0     "
"Alpha-1d adrenergic receptor","ADRA1D","P25100","CHEMBL223","Family A G protein-coupled receptor","0.0","8 /  0     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.0","26 /  0     "
"Oxytocin receptor   (by homology)","OXTR","P30559","CHEMBL2049","Family A G protein-coupled receptor","0.0","19 /  0     "
"Protein farnesyltransferase","FNTA FNTB","P49354 P49356","CHEMBL2094108","Enzyme","0.0","141 /  22     "
"Cyclin-dependent kinase 2/cyclin E","CCNE2 CDK2 CCNE1","O96020 P24941 P24864","CHEMBL2094126","Other cytosolic protein","0.0","25 /  0     "
"Indoleamine 2,3-dioxygenase","IDO1","P14902","CHEMBL4685","Enzyme","0.0","14 /  0     "
"Purinergic receptor P2Y12","P2RY12","Q9H244","CHEMBL2001","Family A G protein-coupled receptor","0.0","0 /  334     "
"Serotonin 2c (5-HT2c) receptor","HTR2C","P28335","CHEMBL225","Family A G protein-coupled receptor","0.0","35 /  40     "
"Phosphodiesterase 4A","PDE4A","P27815","CHEMBL254","Phosphodiesterase","0.0","36 /  0     "
"Phosphodiesterase 4C","PDE4C","Q08493","CHEMBL291","Phosphodiesterase","0.0","8 /  0     "
"PI3-kinase p110-delta subunit","PIK3CD","O00329","CHEMBL3130","Enzyme","0.0","4 /  0     "
"PI3-kinase p110-beta subunit","PIK3CB","P42338","CHEMBL3145","Enzyme","0.0","11 /  0     "
"PI3-kinase p110-gamma subunit","PIK3CG","P48736","CHEMBL3267","Enzyme","0.0","7 /  0     "
"Serotonin 7 (5-HT7) receptor","HTR7","P34969","CHEMBL3155","Family A G protein-coupled receptor","0.0","18 /  7     "
"Estradiol 17-beta-dehydrogenase 3","HSD17B3","P37058","CHEMBL4234","Enzyme","0.0","17 /  0     "
"Adenosine A2b receptor","ADORA2B","P29275","CHEMBL255","Family A G protein-coupled receptor","0.0","20 /  0     "
"Aldo-keto-reductase family 1 member C3","AKR1C3","P42330","CHEMBL4681","Enzyme","0.0","7 /  16     "
"Voltage-gated calcium channel alpha2/delta subunit 1","CACNA2D1","P54289","CHEMBL1919","Calcium channel auxiliary subunit alpha2delta family","0.0","2 /  0     "
"Plasminogen","PLG","P00747","CHEMBL1801","Protease","0.0","1 /  0     "
