"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Transient receptor potential cation channel subfamily M member 8","TRPM8","Q7Z2W7","CHEMBL1075319","Voltage-gated ion channel","0.0","21 /  0     "
"Heat shock factor protein 1","HSF1","Q00613","CHEMBL5869","Other cytosolic protein","0.0","1 /  0     "
"Integrin alpha-4/beta-1","ITGB1 ITGA4","P05556 P13612","CHEMBL1907599","Membrane receptor","0.0","35 /  0     "
"Mu opioid receptor   (by homology)","OPRM1","P35372","CHEMBL233","Family A G protein-coupled receptor","0.0","26 /  0     "
"Delta opioid receptor   (by homology)","OPRD1","P41143","CHEMBL236","Family A G protein-coupled receptor","0.0","25 /  0     "
"G protein-coupled receptor 44","PTGDR2","Q9Y5Y4","CHEMBL5071","Family A G protein-coupled receptor","0.0","33 /  0     "
"Integrin alpha-V/beta-3","ITGAV ITGB3","P06756 P05106","CHEMBL1907598","Membrane receptor","0.0","52 /  0     "
"Bile acid transporter","SLC10A1","Q14973","CHEMBL5287","Electrochemical transporter","0.0","2 /  0     "
"Phospholipase C-gamma-1","PLCG1","P19174","CHEMBL3964","Enzyme","0.0","1 /  0     "
"CDC45-related protein","CDC45","O75419","CHEMBL3040","Other nuclear protein","0.0","0 /  1     "
"Leukocyte common antigen","PTPRC","P08575","CHEMBL3243","Enzyme","0.0","0 /  1     "
"Indoleamine 2,3-dioxygenase","IDO1","P14902","CHEMBL4685","Enzyme","0.0","0 /  1     "
"Endothelin-converting enzyme 1","ECE1","P42892","CHEMBL4791","Protease","0.0","2 /  0     "
"AMP deaminase 2","AMPD2","Q01433","CHEMBL2997","Enzyme","0.0","4 /  0     "
"Kappa Opioid receptor","OPRK1","P41145","CHEMBL237","Family A G protein-coupled receptor","0.0","15 /  0     "
"Ubiquitin-like domain-containing CTD phosphatase 1","UBLCP1","Q8WVY7","CHEMBL3317333","Enzyme","0.0","1 /  0     "
