"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"GABA-A receptor; alpha-1/beta-3/gamma-2","GABRB3 GABRG2 GABRA1","P28472 P18507 P14867","CHEMBL2094121","Ligand-gated ion channel","0.0604245879294","42 /  0     "
"GABA-A receptor; alpha-5/beta-3/gamma-2","GABRB3 GABRG2 GABRA5","P28472 P18507 P31644","CHEMBL2094122","Ligand-gated ion channel","0.0604245879294","73 /  0     "
"GABA-A receptor; alpha-2/beta-3/gamma-2","GABRA2 GABRB3 GABRG2","P47869 P28472 P18507","CHEMBL2094130","Ligand-gated ion channel","0.0604245879294","39 /  0     "
"Muscarinic acetylcholine receptor M3","CHRM3","P20309","CHEMBL245","Family A G protein-coupled receptor","0.0604245879294","18 /  0     "
"Complement C1r","C1R","P00736","CHEMBL4611","Protease","0.0604245879294","27 /  0     "
"Dopamine transporter   (by homology)","SLC6A3","Q01959","CHEMBL238","Electrochemical transporter","0.0604245879294","53 /  0     "
"Trypsin I","PRSS1","P07477","CHEMBL209","Protease","0.0604245879294","11 /  0     "
"Hepatocyte growth factor receptor","MET","P08581","CHEMBL3717","Kinase","0.0604245879294","49 /  0     "
"Translocator protein   (by homology)","TSPO","P30536","CHEMBL5742","Membrane receptor","0.0604245879294","160 /  0     "
"Phosphodiesterase 10A","PDE10A","Q9Y233","CHEMBL4409","Phosphodiesterase","0.0604245879294","158 /  0     "
"Serine/threonine-protein kinase PIM1","PIM1","P11309","CHEMBL2147","Kinase","0.0","33 /  0     "
"Dual specificity phosphatase Cdc25B","CDC25B","P30305","CHEMBL4804","Phosphatase","0.0","8 /  0     "
"Hormone sensitive lipase","LIPE","Q05469","CHEMBL3590","Enzyme","0.0","45 /  0     "
"Metabotropic glutamate receptor 5","GRM5","P41594","CHEMBL3227","Family C G protein-coupled receptor","0.0","115 /  0     "
"Purinergic receptor P2Y1","P2RY1","P47900","CHEMBL4315","Family A G protein-coupled receptor","0.0","10 /  0     "
"Monoamine oxidase B","MAOB","P27338","CHEMBL2039","Oxidoreductase","0.0","74 /  0     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.0","27 /  0     "
"Metabotropic glutamate receptor 2   (by homology)","GRM2","Q14416","CHEMBL5137","Family C G protein-coupled receptor","0.0","25 /  0     "
"Alpha-2b adrenergic receptor","ADRA2B","P18089","CHEMBL1942","Family A G protein-coupled receptor","0.0","9 /  0     "
"Potassium-transporting ATPase","ATP4B ATP4A","P51164 P20648","CHEMBL2095173","Primary active transporter","0.0","4 /  0     "
"Acyl-CoA desaturase","SCD","O00767","CHEMBL5555","Enzyme","0.0","1 /  0     "
"Cytochrome P450 11B1","CYP11B1","P15538","CHEMBL1908","Cytochrome P450","0.0","48 /  0     "
"GABA A receptor alpha-2/beta-2/gamma-2","GABRA2 GABRB2 GABRG2","P47869 P47870 P18507","CHEMBL2111413","Ligand-gated ion channel","0.0","1 /  0     "
"PI3-kinase p110-delta/p85-alpha","PIK3CD PIK3R1","O00329 P27986","CHEMBL2111432","Enzyme","0.0","2 /  0     "
"Cytochrome P450 11B2","CYP11B2","P19099","CHEMBL2722","Cytochrome P450","0.0","55 /  0     "
"Signal transducer and activator of transcription 3","STAT3","P40763","CHEMBL4026","Transcription factor","0.0","8 /  0     "
"Tankyrase-2","TNKS2","Q9H2K2","CHEMBL6154","Enzyme","0.0","19 /  0     "
"Leucine-rich repeat serine/threonine-protein kinase 2","LRRK2","Q5S007","CHEMBL1075104","Kinase","0.0","12 /  0     "
"Corticotropin releasing factor receptor 1   (by homology)","CRHR1","P34998","CHEMBL1800","Family B G protein-coupled receptor","0.0","59 /  0     "
"Protein farnesyltransferase","FNTA FNTB","P49354 P49356","CHEMBL2094108","Enzyme","0.0","38 /  0     "
"Heme oxygenase 1   (by homology)","HMOX1","P09601","CHEMBL2823","Enzyme","0.0","8 /  0     "
"Orexin receptor 2","HCRTR2","O43614","CHEMBL4792","Family A G protein-coupled receptor","0.0","138 /  0     "
"Interferon-induced, double-stranded RNA-activated protein kinase","EIF2AK2","P19525","CHEMBL5785","Kinase","0.0","3 /  0     "
"Focal adhesion kinase 1","PTK2","Q05397","CHEMBL2695","Kinase","0.0","17 /  0     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.0","30 /  0     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.0","30 /  0     "
"Orexin receptor 1","HCRTR1","O43613","CHEMBL5113","Family A G protein-coupled receptor","0.0","91 /  0     "
"Isocitrate dehydrogenase [NADP] cytoplasmic","IDH1","O75874","CHEMBL2007625","Enzyme","0.0","127 /  0     "
"Cannabinoid receptor 1","CNR1","P21554","CHEMBL218","Family A G protein-coupled receptor","0.0","64 /  0     "
"Cannabinoid receptor 2","CNR2","P34972","CHEMBL253","Family A G protein-coupled receptor","0.0","83 /  0     "
"Phospholipase A2 group IIA","PLA2G2A","P14555","CHEMBL3474","Enzyme","0.0","3 /  0     "
"Androgen Receptor","AR","P10275","CHEMBL1871","Nuclear receptor","0.0","11 /  0     "
"Epoxide hydrolase 1","EPHX1","P07099","CHEMBL1968","Protease","0.0","29 /  0     "
"Glucocorticoid receptor","NR3C1","P04150","CHEMBL2034","Nuclear receptor","0.0","27 /  0     "
"Progesterone receptor","PGR","P06401","CHEMBL208","Nuclear receptor","0.0","28 /  0     "
"Serotonin 1a (5-HT1a) receptor","HTR1A","P08908","CHEMBL214","Family A G protein-coupled receptor","0.0","6 /  0     "
"Dopamine D2 receptor","DRD2","P14416","CHEMBL217","Family A G protein-coupled receptor","0.0","6 /  0     "
"Phosphodiesterase 4A","PDE4A","P27815","CHEMBL254","Phosphodiesterase","0.0","16 /  0     "
"Phosphodiesterase 2A","PDE2A","O00408","CHEMBL2652","Phosphodiesterase","0.0","34 /  0     "
"Butyrylcholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.0","34 /  0     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.0","43 /  0     "
"Phosphodiesterase 3","PDE3A","Q14432","CHEMBL241","Phosphodiesterase","0.0","5 /  0     "
"Phosphodiesterase 11A","PDE11A","Q9HCR9","CHEMBL2717","Phosphodiesterase","0.0","6 /  0     "
"Phosphodiesterase 4D","PDE4D","Q08499","CHEMBL288","Phosphodiesterase","0.0","4 /  0     "
"Phosphodiesterase 3B","PDE3B","Q13370","CHEMBL290","Phosphodiesterase","0.0","2 /  0     "
"Phosphodiesterase 4C","PDE4C","Q08493","CHEMBL291","Phosphodiesterase","0.0","3 /  0     "
"Serine/threonine-protein kinase PLK1","PLK1","P53350","CHEMBL3024","Kinase","0.0","4 /  0     "
"Phosphodiesterase 1A","PDE1A","P54750","CHEMBL3421","Phosphodiesterase","0.0","2 /  0     "
"Phosphodiesterase 1C","PDE1C","Q14123","CHEMBL4619","Phosphodiesterase","0.0","2 /  0     "
"11-beta-hydroxysteroid dehydrogenase 1","HSD11B1","P28845","CHEMBL4235","Enzyme","0.0","107 /  0     "
"G-protein coupled bile acid receptor 1","GPBAR1","Q8TDU6","CHEMBL5409","Family A G protein-coupled receptor","0.0","10 /  0     "
"Serotonin 6 (5-HT6) receptor","HTR6","P50406","CHEMBL3371","Family A G protein-coupled receptor","0.0","43 /  0     "
"Quinone reductase 1","NQO1","P15559","CHEMBL3623","Enzyme","0.0","3 /  0     "
"Quinone reductase 2","NQO2","P16083","CHEMBL3959","Enzyme","0.0","7 /  0     "
"Nitric-oxide synthase, endothelial","NOS3","P29474","CHEMBL4803","Enzyme","0.0","4 /  0     "
"Trace amine-associated receptor 1","TAAR1","Q96RJ0","CHEMBL5857","Family A G protein-coupled receptor","0.0","133 /  0     "
"Tankyrase-1","TNKS","O95271","CHEMBL6164","Enzyme","0.0","3 /  0     "
"Serotonin 2b (5-HT2b) receptor","HTR2B","P41595","CHEMBL1833","Family A G protein-coupled receptor","0.0","7 /  0     "
"Thromboxane-A synthase","TBXAS1","P24557","CHEMBL1835","Cytochrome P450","0.0","11 /  0     "
"Dopamine D1 receptor","DRD1","P21728","CHEMBL2056","Family A G protein-coupled receptor","0.0","1 /  0     "
"Cyclin-dependent kinase 2/cyclin E","CCNE2 CDK2 CCNE1","O96020 P24941 P24864","CHEMBL2094126","Other cytosolic protein","0.0","15 /  0     "
"Muscarinic acetylcholine receptor M1","CHRM1","P11229","CHEMBL216","Family A G protein-coupled receptor","0.0","13 /  0     "
"Norepinephrine transporter","SLC6A2","P23975","CHEMBL222","Electrochemical transporter","0.0","8 /  0     "
"Serotonin 2a (5-HT2a) receptor","HTR2A","P28223","CHEMBL224","Family A G protein-coupled receptor","0.0","8 /  0     "
"Serotonin transporter","SLC6A4","P31645","CHEMBL228","Electrochemical transporter","0.0","17 /  0     "
