"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Matrix metalloproteinase 2","MMP2","P08253","CHEMBL333","Protease","0.0220563302807","166 /  0     "
"Matrix metalloproteinase 8","MMP8","P22894","CHEMBL4588","Protease","0.0220563302807","61 /  0     "
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3","PFKFB3","Q16875","CHEMBL2331053","Enzyme","0.0220563302807","80 /  0     "
"CDK2/Cyclin A","CCNA2 CDK2","P20248 P24941","CHEMBL3038469","Kinase","0.0220563302807","58 /  0     "
"Endothelin receptor ET-B","EDNRB","P24530","CHEMBL1785","Family A G protein-coupled receptor","0.0220563302807","46 /  0     "
"Serine/threonine-protein kinase Aurora-B","AURKB","Q96GD4","CHEMBL2185","Kinase","0.0220563302807","114 /  0     "
"Tyrosine-protein kinase CSK","CSK","P41240","CHEMBL2634","Kinase","0.0220563302807","5 /  0     "
"Serine/threonine-protein kinase Aurora-C","AURKC","Q9UQB9","CHEMBL3935","Kinase","0.0220563302807","8 /  0     "
"Serine/threonine-protein kinase Aurora-A","AURKA","O14965","CHEMBL4722","Kinase","0.0220563302807","162 /  0     "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.0220563302807","287 /  1     "
"PI3-kinase p110-delta subunit","PIK3CD","O00329","CHEMBL3130","Enzyme","0.0220563302807","135 /  0     "
"Matrix metalloproteinase 11   (by homology)","MMP11","P24347","CHEMBL2867","Protease","0.0220563302807","30 /  0     "
"Matrix metalloproteinase 14","MMP14","P50281","CHEMBL3869","Protease","0.0220563302807","61 /  0     "
"Beta-chymotrypsin","CTRB1","P17538","CHEMBL4796","Protease","0.0220563302807","3 /  0     "
"Scavenger receptor class B member 1   (by homology)","SCARB1","Q8WTV0","CHEMBL1914272","Unclassified protein","0.0220563302807","26 /  0     "
"Cyclophilin A","PPIA","P62937","CHEMBL1949","Isomerase","0.0220563302807","3 /  0     "
"Tyrosine-protein kinase JAK3","JAK3","P52333","CHEMBL2148","Kinase","0.0220563302807","97 /  0     "
"Tyrosine-protein kinase JAK2","JAK2","O60674","CHEMBL2971","Kinase","0.0220563302807","149 /  0     "
"Inhibitor of nuclear factor kappa B kinase epsilon subunit","IKBKE","Q14164","CHEMBL3529","Kinase","0.0220563302807","14 /  0     "
"Serine/threonine-protein kinase TBK1","TBK1","Q9UHD2","CHEMBL5408","Kinase","0.0220563302807","19 /  0     "
"P-glycoprotein 1","ABCB1","P08183","CHEMBL4302","Primary active transporter","0.0220563302807","92 /  15     "
"Prostate specific antigen","KLK3","P07288","CHEMBL2099","Protease","0.0220563302807","13 /  0     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.0220563302807","153 /  0     "
"Insulin receptor","INSR","P06213","CHEMBL1981","Kinase","0.0220563302807","57 /  0     "
"Protein prune homolog","PRUNE1","Q86TP1","CHEMBL2079850","Enzyme","0.0220563302807","2 /  0     "
"Fanconi anemia group F protein","FANCF","Q9NPI8","CHEMBL2157856","Unclassified protein","0.0220563302807","1 /  0     "
"Tyrosine-protein kinase LCK","LCK","P06239","CHEMBL258","Kinase","0.0220563302807","71 /  0     "
"Phosphodiesterase 2A","PDE2A","O00408","CHEMBL2652","Phosphodiesterase","0.0220563302807","32 /  0     "
"Focal adhesion kinase 1","PTK2","Q05397","CHEMBL2695","Kinase","0.0220563302807","26 /  0     "
"Phosphodiesterase 11A","PDE11A","Q9HCR9","CHEMBL2717","Phosphodiesterase","0.0220563302807","9 /  0     "
"Immunoglobulin epsilon Fc receptor","FCER2","P06734","CHEMBL2940","Membrane receptor","0.0220563302807","5 /  0     "
"Matrix metalloproteinase 1","MMP1","P03956","CHEMBL332","Protease","0.0220563302807","152 /  0     "
"Dual specificity mitogen-activated protein kinase kinase 1","MAP2K1","Q02750","CHEMBL3587","Kinase","0.0220563302807","66 /  0     "
"Hepatocyte growth factor receptor","MET","P08581","CHEMBL3717","Kinase","0.0220563302807","132 /  0     "
"Phosphodiesterase 10A","PDE10A","Q9Y233","CHEMBL4409","Phosphodiesterase","0.0220563302807","226 /  0     "
"Eukaryotic initiation factor 4A-I","EIF4A1","P60842","CHEMBL2052028","Hydrolase","0.0220563302807","13 /  0     "
"Isoleucyl-tRNA synthetase","IARS","P41252","CHEMBL3235","Enzyme","0.0220563302807","5 /  4     "
"Glutathione S-transferase Mu 1","GSTM1","P09488","CHEMBL2081","Enzyme","0.0220563302807","0 /  1     "
"Matrix metalloproteinase 3","MMP3","P08254","CHEMBL283","Protease","0.0220563302807","117 /  0     "
"Vacuolar ATP synthase subunit S1","ATP6AP1","Q15904","CHEMBL4790","Hydrolase","0.0220563302807","1 /  1     "
"Adenosine A2a receptor","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.0220563302807","237 /  0     "
"Adenosine A2b receptor","ADORA2B","P29275","CHEMBL255","Family A G protein-coupled receptor","0.0220563302807","32 /  0     "
"Adenosine A3 receptor","ADORA3","P0DMS8","CHEMBL256","Family A G protein-coupled receptor","0.0220563302807","304 /  0     "
"Adenosine kinase","ADK","P55263","CHEMBL3589","Enzyme","0.0220563302807","30 /  0     "
"Splicing factor 3B subunit 3","SF3B3","Q15393","CHEMBL1250378","Unclassified protein","0.0220563302807","8 /  8     "
"Cyclin-dependent kinase 4/cyclin D1","CCND1 CDK4","P24385 P11802","CHEMBL1907601","Kinase","0.0220563302807","30 /  0     "
"Cyclin-dependent kinase 2/cyclin E","CCNE2 CDK2 CCNE1","O96020 P24941 P24864","CHEMBL2094126","Other cytosolic protein","0.0220563302807","43 /  0     "
"Cathepsin S","CTSS","P25774","CHEMBL2954","Protease","0.0220563302807","80 /  0     "
"Mitogen-activated protein kinase kinase kinase 14","MAP3K14","Q99558","CHEMBL5888","Kinase","0.0220563302807","208 /  0     "
"Serine/threonine protein phosphatase PP1-gamma catalytic subunit","PPP1CC","P36873","CHEMBL4438","Phosphatase","0.0220563302807","1 /  3     "
"Sodium/potassium-transporting ATPase alpha-1 chain","ATP1A1","P05023","CHEMBL1807","Primary active transporter","0.0220563302807","0 /  3     "
"Complement factor D","CFD","P00746","CHEMBL2176771","Protease","0.0220563302807","65 /  0     "
"Matrix metalloproteinase 16","MMP16","P51512","CHEMBL2200","Protease","0.0220563302807","1 /  0     "
"Nerve growth factor receptor Trk-A","NTRK1","P04629","CHEMBL2815","Kinase","0.0220563302807","145 /  0     "
"Matrix metalloproteinase 15","MMP15","P51511","CHEMBL2963","Protease","0.0220563302807","1 /  0     "
"Growth factor receptor-bound protein 2","GRB2","P62993","CHEMBL3663","Other cytosolic protein","0.0220563302807","28 /  0     "
"ADAM17","ADAM17","P78536","CHEMBL3706","Protease","0.0220563302807","69 /  0     "
